Cluster ID,confidence_score,Id,product,seller name,quantity,price,price1,price2,territory,lastcolumn 
85,0.565213495089273,2328,Staples® General Use 3-Ring Binders,Amy Cox,38145,-17.2,1.88,1.49,Ontario,Binders and Binder Accessories
825,0.565213495089273,2329,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Amy Cox,38145,190.6,45.98,4.8,Ontario,Office Furnishings
300,0.565213495089273,2330,Bush Advantage Collection® Round Conference Table,Cynthia Arntzen,38437,199.25,212.6,52.2,Ontario,Tables
1002,0.5652135,2331,Newell 321,Cynthia Arntzen,38437,-21.4,3.28,2.31,Ontario,Pens & Art Supplies
1105,0.565213495089273,2332,"Belkin 325VA UPS Surge Protector, 6'",Melanie Page,38503,1726.66,120.98,3.99,Ontario,Appliances
623,0.565213495089273,2333,Accessory36,Melanie Page,38503,-222.82,55.99,5,Ontario,Telephones and Communication
1106,0.565213495089273,2334,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Melanie Page,38503,-133.71,23.99,15.68,Ontario,Office Furnishings
725,0.565213495089273,2335,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Dave Hallsten,38530,904.83,40.98,2.99,Ontario,Binders and Binder Accessories
901,0.565213495089273,2336,"Eureka Hand Vacuum, Bagless",Dave Hallsten,38530,-82.35,49.43,19.99,Ontario,Appliances
869,0.565213495089273,2337,Economy Binders,Eugene Hildebrand,38726,-11.28,2.08,1.49,Ontario,Binders and Binder Accessories
1107,0.565213495089273,2338,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Nancy Lomonaco,39172,2574.36,232.58,19.99,Ontario,Appliances
782,0.565213495089273,2339,Xerox 1920,Nancy Lomonaco,39172,-93.73,5.98,7.5,Ontario,Paper
1232,1.0,2340,Accessory1,Gary Zandusky,39269,107.51,35.99,2.5,Ontario,Telephones and Communication
1108,0.5652135,2341,Acme Kleencut® Forged Steel Scissors,Andy Yotov,39330,-71.96,5.74,5.3,Ontario,"Scissors, Rulers and Trimmers"
200,0.565213495089273,2342,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Cynthia Arntzen,39365,269.6,29.89,1.99,Ontario,Computer Peripherals
896,0.565213495089273,2343,Logitech Internet Navigator Keyboard,Edward Becker,39430,-144.2,30.98,6.5,Ontario,Computer Peripherals
898,0.565213495089273,2344,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Naresj Patel,39555,352.96,27.18,8.23,Ontario,Envelopes
955,0.565213495089273,2345,Staples Plastic Wall Frames,Ed Ludwig,39749,26.24,7.96,4.95,Ontario,Office Furnishings
495,0.565213495089273,2346,Panasonic KX-P1131 Dot Matrix Printer,Ed Ludwig,39749,3497.45,264.98,17.86,Ontario,Office Machines
696,0.565213495089273,2347,12 Colored Short Pencils,Ed Ludwig,39749,-62.6,2.6,2.4,Ontario,Pens & Art Supplies
915,0.565213495089273,2348,5185,Roy French,39815,841.73,115.99,8.99,Ontario,Telephones and Communication
1078,0.5652135,2349,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Aimee Bixby,40001,457.03,39.48,3.99,Ontario,Appliances
738,0.565213495089273,2350,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Jesus Ocampo,40386,1704,98.31,0.49,Ontario,Labels
562,0.565213495089273,2351,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Naresj Patel,40647,267.1,40.99,19.99,Ontario,Paper
228,0.565213495089273,2352,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,Darren Budd,41120,100.5,26.64,5.3,Ontario,Chairs & Chairmats
721,0.565213495089273,2353,DAX Solid Wood Frames,Darren Budd,41120,9.53,3.08,0.99,Ontario,Office Furnishings
324,0.565213495089273,2354,"Eldon Regeneration Recycled Desk Accessories, Smoke",Darren Budd,41122,-76.88,1.74,4.08,Ontario,Office Furnishings
902,0.565213495089273,2355,Newell 314,Edward Nazzal,41187,5.34,5.58,0.7,Ontario,Pens & Art Supplies
313,0.565213495089273,2356,Xerox 1899,Edward Nazzal,41187,-42.45,5.78,4.96,Ontario,Paper
145,0.565213495089273,2357,Carina Double Wide Media Storage Towers in Natural & Black,Eugene Hildebrand,41221,-218.77,80.98,35,Ontario,Storage & Organization
658,0.565213495089273,2358,GBC Standard Therm-A-Bind Covers,Eileen Kiefer,41282,-21.9,24.92,12.98,Ontario,Binders and Binder Accessories
325,0.565213495089273,2359,"80 Minute CD-R Spindle, 100/Pack - Staples",Jonathan Howell,41312,140.22,39.48,1.99,Ontario,Computer Peripherals
345,0.565213495089273,2360,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Brian Stugart,41318,161.72,56.96,13.22,Ontario,Appliances
62,0.565213495089273,2361,Staples Pushpins,Magdelene Morse,41345,0.37,1.88,0.79,Ontario,Rubber Bands
1109,0.565213495089273,2362,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Edward Becker,41604,-48.22,6.37,5.19,Ontario,Binders and Binder Accessories
272,0.565213495089273,2363,Eldon Executive Woodline II Cherry Finish Desk Accessories,Tamara Dahlen,41891,-1.95,40.89,18.98,Ontario,Office Furnishings
351,0.565213495089273,2364,"Angle-D Binders with Locking Rings, Label Holders",Eugene Hildebrand,42022,-170.18,7.3,7.72,Ontario,Binders and Binder Accessories
553,0.565213495089273,2365,Advantus Map Pennant Flags and Round Head Tacks,Eugene Hildebrand,42022,-9.68,3.95,2,Ontario,Rubber Bands
274,0.565213495089273,2366,Wilson Jones Impact Binders,Christine Phan,42081,-110.16,5.18,5.74,Ontario,Binders and Binder Accessories
724,0.565213495089273,2367,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Christine Phan,42081,-5.05,10.94,1.39,Ontario,Envelopes
369,0.565213495089273,2368,6120,Christine Phan,42081,183.24,65.99,8.8,Ontario,Telephones and Communication
1076,0.565213495089273,2369,Newell 339,Erin Smith,42086,-2.39,2.78,0.97,Ontario,Pens & Art Supplies
1020,0.565213495089273,2370,Micro Innovations Media Access Pro Keyboard,Ted Trevino,42246,234.03,77.51,4,Ontario,Computer Peripherals
438,0.565213495089273,2371,*Staples* Highlighting Markers,Ted Trevino,42246,-0.5,4.84,0.71,Ontario,Pens & Art Supplies
136,0.565213495089273,2372,Xerox 1994,Tamara Dahlen,42465,-32.7,6.48,5.74,Ontario,Paper
216,0.565213495089273,2373,Xerox 1936,Eileen Kiefer,42657,254.58,19.98,5.97,Ontario,Paper
422,0.565213495089273,2374,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Ted Trevino,42820,-2.85,5.28,2.99,Ontario,Binders and Binder Accessories
681,0.565213495089273,2375,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",David Philippe,42848,-56.51,7.64,5.83,Ontario,Paper
588,0.565213495089273,2376,Xerox 1891,James Lanier,43269,355,48.91,5.81,Ontario,Paper
766,0.565213495089273,2377,GBC DocuBind P100 Manual Binding Machine,James Lanier,43269,1336.96,165.98,19.99,Ontario,Binders and Binder Accessories
1045,0.565213495089273,2378,Xerox 23,Anemone Ratner,43367,-12.19,6.48,5.14,Ontario,Paper
1110,0.565213495089273,2379,Acme® Elite Stainless Steel Scissors,Anemone Ratner,43367,1.72,8.34,2.64,Ontario,"Scissors, Rulers and Trimmers"
175,0.565213495089273,2380,Space Solutions Commercial Steel Shelving,Anemone Ratner,43367,-468.64,64.65,35,Ontario,Storage & Organization
606,0.565213495089273,2381,Newell 323,Cari MacIntyre,43399,-33.34,1.68,1.57,Ontario,Pens & Art Supplies
626,0.565213495089273,2382,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Cari MacIntyre,43399,-201.28,218.75,69.64,Ontario,Tables
841,0.565213495089273,2383,White GlueTop Scratch Pads,Cari MacIntyre,43399,31.94,15.04,1.97,Ontario,Paper
358,0.565213495089273,2384,Holmes Odor Grabber,Melanie Page,43875,11.39,14.42,6.75,Ontario,Appliances
1073,0.565213495089273,2385,"Global Airflow Leather Mesh Back Chair, Black",Melanie Page,43875,117.23,150.98,143.71,Ontario,Chairs & Chairmats
638,0.565213495089273,2386,Canon P1-DHIII Palm Printing Calculator,Melanie Page,43875,27.64,17.98,8.51,Ontario,Office Machines
741,0.565213495089273,2387,A1228,Melanie Page,43875,311.09,195.99,8.99,Ontario,Telephones and Communication
83,0.565213495089273,2388,Timeport L7089,Melanie Page,43875,331.29,125.99,7.69,Ontario,Telephones and Communication
472,0.565213495089273,2389,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Cynthia Arntzen,44197,-229.79,140.98,53.48,Ontario,Bookcases
438,0.565213495089273,2390,*Staples* Highlighting Markers,Erin Smith,44229,50.16,4.84,0.71,Ontario,Pens & Art Supplies
804,0.565213495089273,2391,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Chris Selesnick,44386,-75.13,4.91,4.97,Ontario,Binders and Binder Accessories
761,0.565213495089273,2392,"Memorex 4.7GB DVD+RW, 3/Pack",Chris Selesnick,44386,518.81,28.48,1.99,Ontario,Computer Peripherals
847,0.565213495089273,2393,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Noel Staavos,44390,2033.5,99.23,8.99,Ontario,Office Furnishings
461,0.565213495089273,2394,Accessory8,Dean Braden,44612,-147.72,85.99,1.25,Ontario,Telephones and Communication
1096,0.565213495089273,2395,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,George Bell,44614,-56.63,2.22,5,Ontario,Appliances
709,0.565213495089273,2396,"Micro Innovations Micro 3000 Keyboard, Black",George Bell,44614,-123.01,26.31,5.89,Ontario,Computer Peripherals
85,0.565213495089273,2397,Staples® General Use 3-Ring Binders,Edward Becker,44615,-10.26,1.88,1.49,Ontario,Binders and Binder Accessories
1111,0.565213495089273,2398,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Lena Creighton,44864,-171.41,7.77,9.23,Ontario,Appliances
1112,0.5652135,2399,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Joni Sundaresam,44900,-12.03,11.19,5.03,Ontario,Paper
1014,0.565213495089273,2400,Xerox 212,Tamara Chand,44960,-72.81,6.48,8.4,Ontario,Paper
1113,0.565213495089273,2401,Acme® Office Executive Series Stainless Steel Trimmers,Tamara Chand,44960,-82.54,8.57,6.14,Ontario,"Scissors, Rulers and Trimmers"
953,0.565213495089273,2402,BASF Silver 74 Minute CD-R,Tamara Chand,44960,-23.69,1.7,1.99,Ontario,Computer Peripherals
498,0.565213495089273,2403,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Anthony Witt,44992,524.73,51.98,10.17,Ontario,Office Machines
626,0.565213495089273,2404,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Anthony Witt,44992,-536.17,218.75,69.64,Ontario,Tables
679,0.565213495089273,2405,Rush Hierlooms Collection Rich Wood Bookcases,Erin Smith,45125,-252.01,160.98,35.02,Ontario,Bookcases
881,0.565213495089273,2406,5165,Erin Smith,45125,1193.11,175.99,4.99,Ontario,Telephones and Communication
1073,0.565213495089273,2407,"Global Airflow Leather Mesh Back Chair, Black",George Ashbrook,45190,135.26,150.98,43.71,Ontario,Chairs & Chairmats
739,0.565213495089273,2408,Euro Pro Shark Stick Mini Vacuum,George Ashbrook,45414,-563.86,60.98,49,Ontario,Appliances
1114,0.565213495089273,2409,Fellowes Superior 10 Outlet Split Surge Protector,Nat Carroll,45700,518.48,38.06,4.5,Ontario,Appliances
654,0.565213495089273,2410,Hon Olson Stacker Stools,Duane Huffman,45824,1232.79,140.81,24.49,Ontario,Chairs & Chairmats
384,0.565213495089273,2411,"Bush Westfield Collection Bookcases, Fully Assembled",George Ashbrook,45991,-68.16,100.98,35.84,Ontario,Bookcases
589,0.565213495089273,2412,Avery 506,George Ashbrook,45991,82.6,4.13,0.5,Ontario,Labels
594,0.565213495089273,2413,Xerox Blank Computer Paper,Jonathan Howell,46307,175.97,19.98,5.77,Ontario,Paper
177,0.565213495089273,2414,"SAFCO Mobile Desk Side File, Wire Frame",Jonathan Howell,46307,283.14,42.76,6.22,Ontario,Storage & Organization
1115,0.565213495089273,2415,Large Capacity Hanging Post Binders,David Philippe,46434,270.29,24.95,2.99,Ontario,Binders and Binder Accessories
1116,0.565213495089273,2416,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Matt Hagelstein,46466,71.31,37.93,13.99,Ontario,Office Furnishings
859,0.565213495089273,2417,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Edward Nazzal,46528,-865.98,70.71,37.58,Ontario,Office Furnishings
315,0.565213495089273,2418,Xerox 1939,Edward Nazzal,46528,57.25,18.97,9.54,Ontario,Paper
1086,0.565213495089273,2419,Global Deluxe Office Fabric Chairs,Magdelene Morse,46626,-276.95,95.98,58.2,Ontario,Chairs & Chairmats
945,0.565213495089273,2420,Hayes Optima 56K V.90 Internal Voice Modem,Eudokia Martin,46853,1489.8,256.99,11.25,Ontario,Computer Peripherals
825,0.565213495089273,2421,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Darren Budd,46855,-4.68,1.68,0.7,Ontario,Office Furnishings
192,0.565213495089273,2422,Adesso Programmable 142-Key Keyboard,Jesus Ocampo,46919,174.61,152.48,6.5,Ontario,Computer Peripherals
961,0.565213495089273,2423,Tuff Stuff™ Recycled Round Ring Binders,Allen Golden,46977,7.25,4.82,1.49,Ontario,Binders and Binder Accessories
807,0.565213495089273,2424,2180,Allen Golden,46977,494.63,175.99,8.99,Ontario,Telephones and Communication
1117,0.565213495089273,2425,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Cynthia Arntzen,47041,-7.08,4.63,1.93,Ontario,Pens & Art Supplies
1118,0.5652135,2426,Sensible Storage WireTech Storage Systems,Eileen Kiefer,47301,-231.95,70.98,35,Ontario,Storage & Organization
1119,0.565213495089273,2427,Balt Solid Wood Rectangular Table,Philip Brown,47714,-690.21,105.49,41.64,Ontario,Tables
561,0.565213495089273,2428,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Darren Budd,48003,-106.54,5.98,4.38,Ontario,Computer Peripherals
655,0.565213495089273,2429,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Darren Budd,48003,-69.05,6.48,9.68,Ontario,Office Furnishings
1120,0.565213495089273,2430,6162m,Ruben Ausman,48195,850.54,115.99,2.5,Ontario,Telephones and Communication
2,0.565213495089273,2431,Accessory41,Ruben Ausman,48195,296.87,35.99,5.99,Ontario,Telephones and Communication
940,0.565213495089273,2432,iDENi80s,Ruben Ausman,48195,47.28,65.99,19.99,Ontario,Telephones and Communication
111,0.565213495089273,2433,Canon MP41DH Printing Calculator,Eileen Kiefer,48357,619.71,150.98,13.99,Ontario,Office Machines
589,0.565213495089273,2434,Avery 506,George Bell,48615,0.21,4.13,0.5,Ontario,Labels
731,0.565213495089273,2435,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",George Bell,48615,219.02,54.74,14.83,Ontario,Office Furnishings
346,0.565213495089273,2436,Staples 4 Outlet Surge Protector,Matt Collister,48642,-13.72,8.67,3.5,Ontario,Appliances
815,0.565213495089273,2437,Logitech Cordless Elite Duo,Matt Collister,48642,-122.09,100.98,7.18,Ontario,Computer Peripherals
907,0.565213495089273,2438,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Cynthia Arntzen,48710,-1.73,6.98,1.6,Ontario,Paper
365,0.565213495089273,2439,Belkin MediaBoard 104- Keyboard,Brian Stugart,49094,-25.98,27.48,4,Ontario,Computer Peripherals
895,0.565213495089273,2440,HP Office Recycled Paper (20Lb. and 87 Bright),Edward Becker,49125,-116.05,5.78,7.64,Ontario,Paper
140,0.565213495089273,2441,Newell 342,Noah Childs,49216,-72.44,3.28,3.97,Ontario,Pens & Art Supplies
1106,0.565213495089273,2442,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Darren Budd,49538,217.57,26.38,5.58,Ontario,Office Furnishings
1121,0.565213495089273,2443,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Dave Hallsten,49730,-394.69,350.98,30,Ontario,Chairs & Chairmats
58,0.565213495089273,2444,Storex DuraTech Recycled Plastic Frosted Binders,Edward Nazzal,49924,-155.53,4.24,5.41,Ontario,Binders and Binder Accessories
764,0.565213495089273,2445,Eldon Pizzaz™ Desk Accessories,Edward Nazzal,49924,-35.96,2.23,4.57,Ontario,Office Furnishings
1029,0.5652135,2446,GBC DocuBind P50 Personal Binding Machine,Anemone Ratner,50306,564.07,63.98,11.55,Ontario,Binders and Binder Accessories
346,0.565213495089273,2447,Staples 4 Outlet Surge Protector,Dan Lawera,50566,-37.43,8.67,3.5,Ontario,Appliances
815,0.565213495089273,2448,Logitech Cordless Elite Duo,Nancy Lomonaco,50823,269.94,100.98,7.18,Ontario,Computer Peripherals
842,0.565213495089273,2449,Cardinal Holdit Business Card Pockets,Dan Lawera,50854,-64.24,4.98,4.95,Ontario,Binders and Binder Accessories
303,0.565213495089273,2450,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Dan Lawera,50854,1118.17,500.98,28.14,Ontario,Office Machines
297,0.565213495089273,2451,Fiskars® Softgrip Scissors,Dan Lawera,50854,25.79,10.98,3.37,Ontario,"Scissors, Rulers and Trimmers"
110,0.565213495089273,2452,EcoTones® Memo Sheets,Theresa Coyne,51109,26.21,4,1.3,Ontario,Paper
1122,0.565213495089273,2453,Avery 484,Lena Creighton,51395,32.5,2.88,0.5,Ontario,Labels
1059,0.565213495089273,2454,Xerox 1952,Lena Creighton,51395,-32.13,4.98,5.49,Ontario,Paper
1024,0.565213495089273,2455,Boston 1799 Powerhouse™ Electric Pencil Sharpener,David Philippe,51559,129.81,25.98,4.08,Ontario,Pens & Art Supplies
986,0.565213495089273,2456,"Carina Mini System Audio Rack, Model AR050B",Lena Creighton,51813,-469.84,110.98,35,Ontario,Storage & Organization
981,0.565213495089273,2457,3.6 Cubic Foot Counter Height Office Refrigerator,James Lanier,51937,2816.21,294.62,42.52,Ontario,Appliances
1121,0.565213495089273,2458,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Darren Budd,52098,220.07,39.06,10.55,Ontario,Chairs & Chairmats
294,0.565213495089273,2459,Staples SlimLine Pencil Sharpener,Philip Brown,52102,-23.61,11.97,5.81,Ontario,Pens & Art Supplies
649,0.565213495089273,2460,U.S. Robotics 56K Internet Call Modem,Jeremy Ellison,52135,863.57,99.99,19.99,Ontario,Computer Peripherals
977,0.565213495089273,2461,"Hon Metal Bookcases, Putty",Darren Budd,52162,-220.3,6.48,9.68,Ontario,Bookcases
938,0.565213495089273,2462,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Darren Budd,52162,23.34,3.29,1.35,Ontario,Chairs & Chairmats
1123,0.565213495089273,2463,5170,Cari MacIntyre,52256,119.89,65.99,4.2,Ontario,Telephones and Communication
218,0.565213495089273,2464,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Alan Hwang,52391,440.48,29.14,4.86,Ontario,Paper
55,0.565213495089273,2465,"Iris® 3-Drawer Stacking Bin, Black",Alan Hwang,52391,-309.43,20.89,11.52,Ontario,Storage & Organization
1124,0.565213495089273,2466,"Situations Contoured Folding Chairs, 4/Set",Magdelene Morse,52642,-320.7,70.98,59.81,Ontario,Chairs & Chairmats
192,0.565213495089273,2467,Adesso Programmable 142-Key Keyboard,Magdelene Morse,52642,-281.67,152.48,4,Ontario,Computer Peripherals
1069,0.565213495089273,2468,Xerox 1908,Magdelene Morse,52642,276.98,55.98,4.86,Ontario,Paper
499,0.565213495089273,2469,"Dixon My First Ticonderoga Pencil, #2",Alan Hwang,52645,-8.37,5.85,2.27,Ontario,Pens & Art Supplies
232,0.565213495089273,2470,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Alan Hwang,52645,97.36,70.97,3.5,Ontario,Appliances
155,0.565213495089273,2471,"Advantus Push Pins, Aluminum Head",Aimee Bixby,52711,-51.25,5.81,3.37,Ontario,Rubber Bands
695,0.565213495089273,2472,Array® Memo Cubes,Lena Creighton,52896,2.76,5.18,2.04,Ontario,Paper
757,0.565213495089273,2473,"Bevis Round Bullnose 29"" High Table Top",Lena Creighton,52896,-192.49,259.71,66.67,Ontario,Tables
754,0.565213495089273,2474,"Master Giant Foot® Doorstop, Safety Yellow",Eugene Hildebrand,52999,22.85,7.59,4,Ontario,Office Furnishings
193,0.565213495089273,2475,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Eugene Hildebrand,52999,98.86,9.11,2.15,Ontario,Paper
785,0.565213495089273,2476,Xerox 1978,Eugene Hildebrand,52999,-21.19,5.78,5.67,Ontario,Paper
881,0.565213495089273,2477,5165,Noel Staavos,53254,1640.3,175.99,4.99,Ontario,Telephones and Communication
625,0.565213495089273,2478,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Philip Brown,53281,1894.14,355.98,58.92,Ontario,Chairs & Chairmats
766,0.565213495089273,2479,GBC DocuBind P100 Manual Binding Machine,Eudokia Martin,53285,163.8,165.98,19.99,Ontario,Binders and Binder Accessories
787,0.565213495089273,2480,Hoover WindTunnel™ Plus Canister Vacuum,Edward Nazzal,53312,2464.75,363.25,19.99,Ontario,Appliances
878,0.565213495089273,2481,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Edward Nazzal,53312,-173.36,3.34,7.49,Ontario,Pens & Art Supplies
52,0.565213495089273,2482,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Erin Ashbrook,53637,61.27,39.98,9.83,Ontario,Envelopes
438,0.565213495089273,2483,*Staples* Highlighting Markers,Tamara Chand,53698,13.38,4.84,0.71,Ontario,Pens & Art Supplies
24,0.565213495089273,2484,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Mike Caudle,54183,1097.25,82.99,5.5,Ontario,Computer Peripherals
327,0.565213495089273,2485,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Mike Caudle,54183,-52.25,11.66,8.99,Ontario,Pens & Art Supplies
564,0.565213495089273,2486,Accessory37,Cari MacIntyre,54245,-114.91,20.99,2.5,Ontario,Telephones and Communication
723,0.565213495089273,2487,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Alan Hwang,54339,1053.21,59.98,3.99,Ontario,Appliances
244,0.565213495089273,2488,3390,Alan Hwang,54339,458.62,65.99,5.31,Ontario,Telephones and Communication
817,0.565213495089273,2489,Avery Legal 4-Ring Binder,Dave Hallsten,54401,278.58,20.98,1.49,Ontario,Binders and Binder Accessories
415,0.565213495089273,2490,"DAX Metal Frame, Desktop, Stepped-Edge",Fred Hopkins,54563,43.87,20.24,8.99,Ontario,Office Furnishings
1041,0.565213495089273,2491,Letter or Legal Size Expandable Poly String Tie Envelopes,Jonathan Howell,54694,-201.6,2.66,6.35,Ontario,Envelopes
462,0.565213495089273,2492,Keytronic 105-Key Spanish Keyboard,Matt Collister,54755,443.52,73.98,4,Ontario,Computer Peripherals
411,0.565213495089273,2493,Xerox 1983,Duane Huffman,54914,-57.64,5.98,5.46,Ontario,Paper
72,0.565213495089273,2494,Eldon Simplefile® Box Office®,Duane Huffman,54914,-27.83,12.44,6.27,Ontario,Storage & Organization
1065,0.565213495089273,2495,TIMEPORT P8767,Kelly Lampkin,55073,721.81,65.99,3.99,Ontario,Telephones and Communication
1015,0.565213495089273,2496,Binding Machine Supplies,Edward Nazzal,55270,-12.75,29.17,6.27,Ontario,Binders and Binder Accessories
577,0.5652135,2497,High Speed Automatic Electric Letter Opener,Philip Brown,55716,-767.51,1637.53,24.49,Ontario,"Scissors, Rulers and Trimmers"
340,0.565213495089273,2498,Panasonic KX-P1150 Dot Matrix Printer,Dean Braden,55776,1096.64,145.45,17.85,Ontario,Office Machines
425,0.565213495089273,2499,"Wilson Jones Hanging View Binder, White, 1""",Erica Smith,55874,-60.15,7.1,6.05,Ontario,Binders and Binder Accessories
250,0.565213495089273,2500,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Erica Smith,55874,-111.72,4.98,4.62,Ontario,Computer Peripherals
657,0.565213495089273,2501,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Dave Hallsten,56002,149.31,23.99,6.71,Ontario,Envelopes
1069,0.565213495089273,2502,Xerox 1908,Dave Hallsten,56002,286.7,55.98,4.86,Ontario,Paper
236,0.565213495089273,2503,Fellowes Super Stor/Drawer® Files,Dave Hallsten,56002,35.31,161.55,19.99,Ontario,Storage & Organization
793,0.5652135,2504,Hon 5100 Series Wood Tables,Dave Hallsten,56002,-377.81,290.98,69,Ontario,Tables
18,0.565213495089273,2505,Xerox 1977,Erica Smith,56039,-33.15,6.68,5.2,Ontario,Paper
997,0.565213495089273,2506,"Fellowes Personal Hanging Folder Files, Navy",Jim Mitchum,56710,5.71,13.43,5.5,Ontario,Storage & Organization
204,0.565213495089273,2507,StarTAC 7760,Jim Mitchum,56710,-39.22,65.99,3.99,Ontario,Telephones and Communication
0,0.565213495089273,2508,Belkin ErgoBoard™ Keyboard,Jim Mitchum,56710,-99.24,30.98,6.5,Ontario,Computer Peripherals
221,0.565213495089273,2509,Imation DVD-RAM discs,Jim Mitchum,56710,232.99,35.41,1.99,Ontario,Computer Peripherals
63,0.565213495089273,2510,LX 677,David Philippe,57092,601.34,110.99,8.99,Ontario,Telephones and Communication
659,0.565213495089273,2511,"Metal Folding Chairs, Beige, 4/Carton",Darren Budd,57253,1.74,1.81,0.75,Ontario,Chairs & Chairmats
625,0.565213495089273,2512,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Darren Budd,57253,-1358.9,20.98,53.03,Ontario,Chairs & Chairmats
667,0.565213495089273,2513,Telescoping Adjustable Floor Lamp,Darren Budd,57253,-335.24,279.48,35,Ontario,Office Furnishings
1125,0.565213495089273,2514,"Iceberg OfficeWorks 42"" Round Tables",Darren Budd,57253,-139.16,4.91,5.68,Ontario,Tables
1000,0.565213495089273,2515,232,Darren Budd,57253,667.45,125.99,5.26,Ontario,Telephones and Communication
760,0.565213495089273,2516,Presstex Flexible Ring Binders,George Ashbrook,57382,16.9,4.55,1.49,Ontario,Binders and Binder Accessories
242,0.565213495089273,2517,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",George Ashbrook,57382,20.14,9.78,5.76,Ontario,Envelopes
197,0.565213495089273,2518,Decoflex Hanging Personal Folder File,Tamara Chand,57415,-16.37,15.42,5.41,Ontario,Storage & Organization
1058,0.565213495089273,2519,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Darren Budd,57606,-64.24,8.46,3.62,Ontario,Computer Peripherals
672,0.565213495089273,2520,Xerox 1897,Edward Becker,57794,-46.92,4.98,6.07,Ontario,Paper
604,0.565213495089273,2521,Eldon® Wave Desk Accessories,David Philippe,58054,-92.11,2.08,5.33,Ontario,Office Furnishings
231,0.565213495089273,2522,GBC VeloBinder Strips,Anemone Ratner,58113,-88.95,7.68,6.16,Ontario,Binders and Binder Accessories
730,0.565213495089273,2523,2160i,Anemone Ratner,58113,-38.07,200.99,4.2,Ontario,Telephones and Communication
389,0.565213495089273,2524,Bionaire Personal Warm Mist Humidifier/Vaporizer,Janet Martin,58528,233.8,46.89,5.1,Ontario,Appliances
819,0.565213495089273,2525,Colored Envelopes,Janet Martin,58528,-9.14,3.69,2.5,Ontario,Envelopes
